Subject Id,Subject Title,Total Units,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
3.171,Structural Materials,12,,Y,,Y,
3.18,Materials Science and Engineering of Clean Energy,12,2017-2018,,,Y,
3.19,Sustainable Chemical Metallurgy,12,,,,Y,
3.20,Materials at Equilibrium,15,,Y,,,
3.207,Innovation and Commercialization,12,,,,Y,
3.21,Kinetic Processes in Materials,15,,,,Y,
3.22,Mechanical Behavior of Materials,12,,,,Y,
3.23,Electrical, Optical, and Magnetic Properties of Materials,12,,Y,,,
3.30,Properties of Solid Surfaces,12,,,,Y,
3.31,Radiation Damage and Effects in Nuclear Materials,12,,Y,,,
3.320,Atomistic Computer Modeling of Materials,12,2017-2018,,,Y,
3.33,Defects in Materials,12,2017-2018,Y,,,
3.34,Imaging of Materials,12,,,,Y,
3.35,Fracture and Fatigue,12,2018-2019,,,Y,
3.36,Cellular Solids: Structure, Properties, Applications,12,,Y,,,
3.371,Structural Materials,12,,Y,,Y,Y
3.38,Ceramics: Processing, Properties and Functional Devices,12,2017-2018,Y,,,
3.40,Modern Physical Metallurgy,12,,Y,,,
3.41,Colloids, Surfaces, Absorption, Capillarity, and Wetting Phenomena,12,,,,Y,
3.42,Electronic Materials Design,12,,Y,,,
3.43,Integrated Microelectronic Devices,12,,Y,,,
3.44,Materials Processing for Micro- and Nano-Systems,12,,Y,,,
3.45,Magnetic Materials,12,,,,Y,
3.46,Photonic Materials and Devices,12,,Y,Y,,Y
3.50,Sustainable Chemical Metallurgy,12,,,,Y,
3.53,Electrochemical Processing of Materials,9,,,,Y,
3.54,Corrosion: The Environmental Degradation of Materials,12,2017-2018,,,Y,
3.560,Industrial Ecology of Materials,12,2017-2018,Y,,,
3.57,Materials Selection, Design, and Economics,9,2017-2018,,,Y,
3.60,Symmetry, Structure, and Tensor Properties of Materials,12,,Y,,,
3.65,Soft Matter Characterization,12,2017-2018,,,Y,
3.69,Teaching Fellows Seminar,3,,Y,,,
3.691,Teaching Materials Science and Engineering,1,,Y,,Y,
3.692,Teaching Materials Science and Engineering,,,Y,,Y,
3.693,Teaching Materials Science and Engineering,,,Y,,,
3.694,Teaching Materials Science and Engineering,,,Y,,,
3.695,Teaching Materials Science and Engineering,,,Y,,,
3.696,Teaching Materials Science and Engineering,,,Y,,,
3.697,Teaching Materials Science and Engineering,,,Y,,,
3.698,Teaching Materials Science and Engineering,,,Y,,,
3.699,Teaching Materials Science and Engineering,,,Y,,,
3.70,Materials Science and Engineering of Clean Energy,12,2017-2018,,,Y,
3.903,Seminar in Polymers and Soft Matter,2,,Y,,Y,
3.91,Mechanical Behavior of Polymers,12,2017-2018,,,Y,
3.930,Internship Program,6,,,,,
3.931,Internship Program,6,,,,,Y
3.932,Industrial Practice,,,Y,Y,Y,Y
3.94,Morphology of Polymers,9,2017-2018,Y,,,
3.941,Statistical Mechanics of Polymers,12,2017-2018,Y,,,
3.942,Polymer Physics,12,,Y,,,
3.963,Biomaterials Science and Engineering,12,,Y,,,
3.971,Molecular, Cellular, and Tissue Biomechanics,12,2017-2018,Y,,,
3.98,Polymer Synthetic Chemistry,9,2017-2018,,,Y,
3.981,Communities of the Living and the Dead: the Archaeology of Ancient Egypt,12,2017-2018,,,Y,
3.982,The Ancient Andean World,9,,Y,,,
3.983,Ancient Mesoamerican Civilization,9,2017-2018,,,Y,
3.984,Materials in Ancient Societies: Ceramics,12,,Y,,,
3.985,Archaeological Science,9,,,,Y,
3.986,The Human Past: Introduction to Archaeology,12,,Y,,,
3.987,Human Evolution: Data from Palaeontology, Archaeology, and Materials Science,12,,,,Y,
3.989,Materials in Ancient Societies: Ceramics Laboratory,12,,,,Y,
3.990,Seminar in Archaeological Method and Theory,9,,Y,,Y,
3.993,Archaeology of the Middle East,9,,,,Y,
3.997,Graduate Fieldwork in Materials Science and Engineering,,,Y,,Y,Y
3.998,Doctoral Thesis Update Meeting,1,,Y,,Y,
3.EPE,UPOP Engineering Practice Experience,0,,,,,
3.EPW,UPOP Engineering Practice Workshop,1,,Y,Y,,
3.S01,Special Subject in Materials Science and Engineering,,2017-2018,Y,,,
3.S02,Special Subject in Materials Science and Engineering,,,Y,,,
3.S03,Special Subject in Materials Science and Engineering,,,Y,,,
3.S04,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S05,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S06,Special Subject in Materials Science and Engineering,,,,Y,,
3.S07,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S08,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S09,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S70,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S71,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S72,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S73,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S74,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S75,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S76,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S77,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S78,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.S79,Special Subject in Materials Science and Engineering,,,Y,Y,Y,Y
3.THG,Graduate Thesis,,,Y,Y,Y,Y
3.THU,Undergraduate Thesis,,,Y,Y,Y,Y
3.UR,Undergraduate Research,,,Y,Y,Y,Y
3.URG,Undergraduate Research,,,Y,Y,Y,Y
4.021,Introduction to Architecture Design,12,,Y,,,
4.022,Architecture Design Foundations,12,,,,Y,
4.023,Architecture Design Studio I,24,,Y,,,
4.024,Architecture Design Studio II,24,,,,Y,
4.025,Architecture Design Studio III,24,,Y,,,
4.02A,Introduction to Architecture Design Intensive,9,,,Y,,
4.031,Design Studio: Objects and Interaction,12,,Y,,Y,
4.032,Design Studio: Information and Visualization,12,,Y,,Y,
4.033,Design Studio: Information and Visualization,,,Y,,Y,
4.091,Independent Study in Design,,,Y,Y,Y,
4.092,Independent Study in Design,,,Y,Y,Y,
4.093,Independent Study in Design,,,Y,Y,Y,
4.094,Independent Study in Design,,,Y,Y,Y,
4.100,Design Workshop: Fabricating Function,3,2017-2018,,Y,,
4.101,Design Studio: Introduction to Design Techniques and Technologies,12,,,,Y,
4.105,Geometric Disciplines and Architecture Skills I,9,,Y,,,
4.109,Materials and Fabrication for Architecture,6,,,Y,,
4.110,Design Across Scales and Disciplines,12,,,,Y,
4.117,Creative Computation,,2017-2018,,,Y,
4.119,Preparation for Undergraduate Architecture Design Thesis,12,2017-2018,Y,,,
4.120,Furniture Making Workshop,9,,,,Y,
4.123,Architectural Assemblies,9,,,,Y,
4.130,Architectural Design Theory and Methodologies,12,,Y,,,
4.140,How to Make (Almost) Anything,18,,Y,,,
4.141,How to Design (almost) Anything,18,,,,Y,
4.142,How to Design (almost) Anything,18,,,,Y,
4.151,Architecture Design Core Studio I,21,,,,,
4.152,Architecture Design Core Studio II,21,,,,,
4.153,Architecture Design Core Studio III,21,,Y,,,
4.154,Architecture Design Option Studio,21,,Y,,Y,
4.162,Introductory Urban Design Studio,21,2017-2018,Y,,,
4.163,Urban Design Studio,,,Y,,,
4.173,Beijing Urban Design Studio,18,2017-2018,Y,,,
4.180,Architectural Design Workshop,,,Y,Y,Y,
4.181,Architectural Design Workshop,,,Y,Y,,
4.182,Architectural Design Workshop,,,Y,Y,Y,
4.183,Architectural Design Workshop,,,Y,Y,Y,
4.184,Architectural Design Workshop,,,Y,Y,Y,
4.185,Architectural Design Workshop,,,Y,Y,Y,
4.189,Preparation for MArch Thesis,9,,Y,,Y,Y
4.190,Practical Experience in Architecture,,,Y,Y,,Y
4.191,Independent Study in Architecture Design,,,Y,Y,Y,
4.192,Independent Study in Architecture Design,,,Y,Y,Y,
4.193,Independent Study in Architecture Design,,,Y,Y,Y,
4.194,Independent Study in Architecture Design,,,Y,Y,Y,
4.S00,Special Subject: Design,,,Y,,Y,
4.S02,Special Subject: Design,,,Y,,,
4.S10,Special Subject: Architecture Design,,,,,Y,
4.S11,Special Subject: Architecture Design,,,,Y,Y,
4.S12,Special Subject: Architecture Design,,,Y,,Y,
4.S13,Special Subject: Architecture Design,,,Y,,Y,
4.S14,Special Subject: Architecture Design,,,Y,Y,,
4.210,Precedents in Critical Practice,9,,Y,,,
4.211,The Once and Future City,12,,,,Y,
4.213,Ecological Urbanism Seminar,12,,Y,,,
4.214,Water, Landscape and Urban Design,12,2017-2018,,,Y,
4.215,Sensing Place: Photography as Inquiry,12,,Y,,,
4.216,Landscape and Urban Heritage Conservation,12,2017-2018,,,Y,
4.217,Disaster Resilient Design,9,2018-2019,Y,,,
4.221,Architecture Studies Colloquium,6,2017-2018,Y,,,
4.222,Professional Practice,6,,Y,,,
4.225,Urban Design Theory,9,2017-2018,Y,,,
4.227,Landscapes of Energy,12,2017-2018,,,Y,
4.230,SIGUS Workshop,,,Y,Y,,
4.231,SIGUS Workshop,,,Y,,,
4.232,The New Global Planning Practitioner,9,,,,,
4.236,Structuring Low-Income Housing Projects in Developing Countries,12,,Y,,,
4.240,Urban Design Skills: Observing, Interpreting, and Representing the City,15,,Y,,,
4.241,The Making of Cities,,,,,Y,
4.244,Urban Design Seminar: Perspectives on Contemporary Practice,9,,,,Y,
4.245,DesignX Entrepreneurship,6,,,Y,,
4.246,DesignX Accelerator,6,,,,Y,
4.247,Urban Design Ideals and Action,9,2017-2018,,,Y,
4.250,Introduction to Urban Design and Development,12,2017-2018,Y,,,
4.251,The Making of Cities,12,,,,Y,
4.252,Introduction to Urban Design and Development,12,,Y,,,
4.253,Urban Design Politics,12,,,,Y,
4.254,Real Estate Development Studio,18,,,,Y,
4.255,Site and Environmental Systems Planning,15,,,,Y,
4.264,Advanced Seminar in Landscape and Urbanism,12,,,,Y,
4.270,Innovation for Disaster Relief and Preparedness,12,2017-2018,,,Y,
4.280,Undergraduate Architecture Internship,,2017-2018,,Y,,
4.286,SMArchS Urbanism Pre-Thesis Preparation,3,,,,Y,
4.287,Graduate Architecture Internship,,2017-2018,,Y,,
4.288,Preparation for SMArchS Thesis,,,Y,,Y,Y
4.291,Independent Study in Architecture Studies,,,Y,Y,Y,
4.292,Independent Study in Architecture Studies,,,Y,Y,Y,
4.293,Independent Study in Architecture Studies,,,Y,Y,Y,
4.294,Independent Study in Architecture Studies,,,Y,Y,Y,
4.299,Summer Research Topics,,,,,,Y
4.S20,Special Subject: Architecture Studies,,,,Y,Y,
4.S21,Special Subject: Architecture Studies,,,,Y,Y,
4.S22,Special Subject: Architecture Studies,,,Y,Y,Y,
4.S23,Special Subject: Architecture Studies,,,Y,Y,Y,
4.S24,Special Subject: Architecture Studies,,,Y,,,
4.S25,Special Subject: Urban Housing,,,Y,,,
4.S26,Special Subject: City Form,,,,,Y,
4.S27,Special Subject: Urban Design,,,Y,,,
4.301,Introduction to Artistic Experimentation,12,,Y,,Y,
4.302,Foundations in Art, Design, and Spatial Practices,12,,,,Y,
4.307,Art, Architecture, and Urbanism in Dialogue,12,,,,,
4.308,Art, Architecture, and Urbanism in Dialogue,12,,Y,,,
4.312,Advanced Studio on the Production of Space,12,2017-2018,Y,,,
4.313,Advanced Studio on the Production of Space,12,2017-2018,Y,,,
4.314,Advanced Workshop in Artistic Practice and Transdisciplinary Research,12,,Y,,,
4.315,Advanced Workshop in Artistic Practice and Transdisciplinary Research,12,,Y,,,
4.320,Introduction to Sound Creations,12,,,,Y,
4.321,Introduction to Sound Creations,12,,,,Y,
4.322,Introduction to Three-Dimensional Art Work,12,,Y,,,
4.323,Introduction to Three-Dimensional Art Work,12,,Y,,,
4.341,Introduction to Photography and Related Media,12,,Y,,Y,
4.342,Introduction to Photography and Related Media,12,,Y,,Y,
4.344,Advanced Photography and Related Media,12,,Y,,Y,
4.345,Advanced Photography and Related Media,12,,Y,,Y,
4.352,Advanced Video and Related Media,12,,,,,
4.353,Advanced Video and Related Media,12,,,,Y,
4.354,Introduction to Video and Related Media,12,,,,Y,
4.355,Introduction to Video and Related Media,12,,,,Y,
4.356,Cinematic Migrations,12,,Y,,,
4.357,Cinematic Migrations,12,,Y,,,
4.361,Performance Art Workshop,12,2017-2018,,,Y,
4.362,Performance Art Workshop,12,2017-2018,,,Y,
4.368,Studio Seminar in Art and the Public Sphere,12,,,,,
4.369,Studio Seminar in Art and the Public Sphere,12,,,,Y,
4.373,Advanced Projects in Art, Culture and Technology,12,,,,Y,
4.374,Advanced Projects in Art, Culture and Technology,12,,,,Y,
4.388,Preparation for SMACT Thesis,9,,,,Y,Y
4.389,Tutorial for SMACT Thesis,9,,,,Y,
4.390,Art, Culture and Technology Studio,12,,Y,,Y,
4.391,Independent Study in Art, Culture and Technology,,,Y,Y,Y,
4.392,Independent Study in Art, Culture and Technology,,,Y,Y,Y,
4.393,Independent Study in Art, Culture and Technology,,,Y,Y,Y,
4.394,Independent Study in Art, Culture and Technology,,,Y,Y,Y,
4.S30,Special Subject: Art, Culture and Technology,,,,Y,Y,
4.S31,Special Subject: Art, Culture and Technology,,,,Y,Y,
4.S32,Special Subject: Art, Culture and Technology,,,Y,,,
4.S33,Special Subject: Art, Culture and Technology,,,Y,,,
4.S34,Special Subject: Art, Culture and Technology,,,,Y,Y,Y
4.401,Environmental Technologies in Buildings,12,,Y,,,
4.411,D-Lab Schools: Building Technology Laboratory,12,,Y,,,
4.42,Fundamentals of Energy in Buildings,12,2017-2018,Y,,,
4.424,Modeling and Approximation of Thermal Processes,12,,Y,,,
4.430,Daylighting and Solar Gain Control,,2017-2018,,,Y,
4.431,Architectural Acoustics,,2018-2019,,,Y,
4.432,Modeling Urban Energy Flows for Sustainable Cities and Neighborhoods,12,,,,Y,
4.433,Modeling Urban Energy Flows for Sustainable Cities and Neighborhoods,9,,,,Y,
4.440,Building Structural Systems I,12,,,,Y,
4.450,Computational Structural Design and Optimization,,2017-2018,Y,,,
4.462,Building Structural Systems I,9,,,,,
4.463,Building Structural Systems II,9,,Y,,,
4.464,Environmental Technologies in Buildings,9,,Y,,,
4.481,Building Technology Seminar,3,,Y,,,
4.488,Preparation for S.M.B.T. Thesis,,,Y,Y,Y,Y
4.489,Preparation for Building Technology Ph.D. Thesis,,,Y,Y,Y,Y
4.491,Independent Study in Building Technology,,,Y,Y,Y,
4.492,Independent Study in Building Technology,,,Y,Y,Y,
4.493,Independent Study in Building Technology,,,Y,Y,Y,
4.494,Independent Study in Building Technology,,,Y,Y,Y,
4.S40,Special Subject: Building Technology,,,,Y,Y,
4.S41,Special Subject: Building Technology,,,,Y,Y,
4.S42,Special Subject: Building Technology,,,,,Y,
4.S43,Special Subject: Building Technology,,,Y,,,
4.S44,Special Subject: Building Technology,,,,Y,Y,
4.S45,Special Subject: Building Construction,,,,Y,Y,
4.S46,Special Subject: Energy in Buildings,,,,,Y,
4.S47,Special Subject: Architectural Lighting,,,,Y,Y,
4.S48,Special Subject: Structural Design,,,,,Y,
4.500,Introduction to Design Computing,12,,Y,,,
4.501,Creative Design Prototyping,12,,,,Y,
4.502,Advanced Visualization: Architecture in Motion Graphics,12,,Y,,,
4.504,Design Scripting,12,2017-2018,,,Y,
4.507,Introduction to Building Information Modeling in Architecture,12,,,,Y,
4.511,Advanced Projects in Digital Fabrication,,,,,Y,
4.512,Introduction to Design Computing,12,,Y,,,
4.520,Visual Computing I,12,,,,,
4.521,Visual Computing I,9,,,,Y,
4.522,Visual Computing II,12,2017-2018,,,Y,
4.523,Visual Computing II,9,2017-2018,,,Y,
4.540,Introduction to Shape Grammars I,9,,Y,,,
4.541,Introduction to Shape Grammars II,9,,,,Y,
4.542,Background to Shape Grammars,9,,,,Y,
4.550,Computational Design Lab,,,,,Y,
4.552,Workshop in Architectural Computation,,,Y,Y,Y,
4.553,Workshop in Architectural Computation,,,Y,Y,Y,
4.557,City Science,12,,,,Y,
4.562,Advanced Visualization: Architecture in Motion Graphics,12,,Y,,,
4.564,Design Scripting,12,2017-2018,,,Y,
4.566,Advanced Projects in Digital Media,,,Y,,Y,
4.567,Introduction to Building Information Modeling in Architecture,,,,,Y,
4.569,Designing Interactions,12,,Y,,Y,
4.570,Computational Design Lab,,,,,Y,
4.580,Inquiry into Computation and Design,12,,Y,,,
4.581,Proseminar in Computation,3,,Y,,,
4.582,Research Seminar in Computation,,,Y,,Y,
4.583,Forum in Computation,3,,Y,,Y,
4.584,Reading Seminar in Design and Computation,,2017-2018,,,Y,
4.587,SMArchS Computation Pre-Thesis Preparation,3,,,,Y,
4.589,Preparation for Design and Computation PhD Thesis,,,Y,,Y,Y
4.591,Independent Study in Architectural Computation,,,Y,Y,Y,
4.592,Independent Study in Architectural Computation,,,Y,Y,Y,
4.593,Independent Study in Architectural Computation,,,Y,Y,Y,
4.594,Independent Study in Architectural Computation,,,Y,Y,Y,
4.S50,Special Subject: Architectural Computation,,,,Y,Y,
4.S51,Special Subject: Architectural Computation,,,,Y,Y,
4.S52,Special Subject: Architectural Computation,,,Y,,,
4.S53,Special Subject: Architectural Computation,,,Y,,,
4.S54,Special Subject: Architectural Computation,,,Y,,,
4.S55,Special Subject: Digital Fabrication,,,,Y,Y,
4.S56,Special Subject: Shape Grammars,,,,Y,Y,
4.601,Introduction to Art History,12,2017-2018,Y,,,
4.602,Modern Art and Mass Culture,12,2018-2019,,,Y,
4.603,Understanding Modern Architecture,12,,Y,,,
4.604,Understanding Modern Architecture,,,Y,,,
4.605,A Global History of Architecture,12,,,,Y,
4.606,Visual Perception and Art,12,2017-2018,,,Y,
4.607,Thinking About Architecture: In History and At Present,,2018-2019,Y,,,
4.608,Seminar in the History of Art and Architecture,,2017-2018,,,Y,
4.609,Seminar in the History of Art and Architecture,12,2017-2018,,,Y,
4.610,,12,2017-2018,,,Y,
4.611,,12,2017-2018,,,Y,
4.612,Islamic Architecture and the Environment,9,2018-2019,Y,,,
4.614,Building Islam,12,,Y,,,
4.616,Selected Topics on Culture and Architecture,,,,,Y,
4.617,Topics in Islamic Urbanism,,2017-2018,,,Y,
4.619,Historiography of Islamic Architecture,12,2017-2018,Y,,,
4.621,Orientalism and Representation,,2018-2019,Y,,,
4.622,Islamic Gardens and Geographies,12,2017-2018,,,Y,
4.623,Islamic Gardens and Geographies,12,2017-2018,,,Y,
4.625,Water Planning, Policy, and Design,,2017-2018,Y,,,
4.633,Locating Capitalism: Producing Cities and Objects,,2017-2018,,,Y,
4.634,Early Modern Architecture and Art,,2017-2018,Y,,,
4.635,Early Modern Architecture and Art,12,2017-2018,Y,,,
4.636,Topics in Western Medieval Architecture and Art,12,2018-2019,Y,,,
4.637,Topics in Western Medieval Architecture and Art,,2018-2019,Y,,,
4.640,Advanced Study in Critical Theory of Architecture,,,Y,,,
4.641,19th-Century Art,12,2017-2018,,,Y,
4.644,19th-Century Art,,2017-2018,,,Y,
4.645,Selected Topics in Architecture: 1750 to the Present,9,,,,Y,
4.646,Advanced Study in the History of Modern Architecture and Urbanism,,,,,Y,
4.647,Technopolitics, Culture, Intervention,,2017-2018,Y,,,
4.648,Resonance: Sonic Experience, Science, and Art,12,2017-2018,Y,,,
4.649,Resonance: Sonic Experience, Science, and Art,12,2017-2018,Y,,,
4.650,A Global History of Architecture,12,,,,Y,
4.651,Art Since 1940,12,2017-2018,,,Y,
4.652,Modern Art and Mass Culture,,2018-2019,,,Y,
4.657,Design: The History of Making Things,12,,,,Y,
4.661,Theory and Method in the Study of Architecture and Art,12,,Y,,,
4.670,Nationalism, Internationalism, and Globalism in Modern Art,,2017-2018,,,Y,
4.671,Nationalism, Internationalism, and Globalism in Modern Art,12,2017-2018,,,Y,
4.675,Collect, Classify, Consume,,,,,Y,
4.677,Advanced Study in the History of Art,,,Y,,,
4.683,Preparation for HTC Qualifying Paper,,,Y,,Y,
4.684,Preparation for HTC Major Exam,,,Y,,Y,
4.685,Preparation for HTC Minor Exam,,,Y,,Y,
4.686,SMArchS AKPIA Pre-Thesis Preparation,1,,Y,,Y,
4.687,SMArchS HTC Pre-Thesis Preparation,1,,Y,,Y,
4.689,Preparation for History, Theory, and Criticism - Ph.D. Thesis,,,Y,,Y,Y
4.691,Independent Study in the History, Theory, and Criticism of Architecture and Art,,,Y,Y,Y,
4.692,Independent Study in the History, Theory, and Criticism of Architecture and Art,,,Y,Y,Y,
4.693,Independent Study in the History, Theory, and Criticism of Architecture and Art,,,Y,Y,Y,
4.694,Independent Study in the History, Theory, and Criticism of Architecture and Art,,,Y,Y,Y,
4.S60,Special Subject: History, Theory and Criticism of Architecture and Art,,,,Y,Y,
4.S61,Special Subject: History, Theory and Criticism of Architecture and Art,,,,Y,Y,
4.S62,Special Subject: History, Theory and Criticism of Architecture and Art,,,,,Y,
4.S63,Special Subject: History, Theory and Criticism of Architecture and Art,,,Y,,,
4.S64,Special Subject: History, Theory and Criticism of Architecture and Art,,,,,Y,
4.S65,Special Subject: Advanced Study in Islamic Architecture,,,,Y,Y,
4.S66,Special Subject: History, Theory and Criticism of Art,,,,Y,Y,
4.S67,Special Subject: Study in Modern Art,,,Y,,,
4.S68,Special Subject: Study in Modern Architecture,,,,,Y,
4.S69,Special Subject: Advanced Study in the History of Urban Form,,,,Y,Y,Y
4.THG,Graduate Thesis,,,Y,Y,Y,Y
4.THT,Thesis Research Design Seminar,12,,Y,,,
